disease_id,name,category,symptoms,severity,specialist,diet_to_eat,diet_to_avoid,workout,medicine_name,medicine_desc,base_dosage_mg,safe_tip,dangerous_myth
106,Heat Rash,Skin,"body ache, cough, itching",1,General Physician,Moong Dal Khichdi,Spicy street food,Yoga (Pranayama),Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
107,Amoebiasis,Gastrointestinal,"body ache, cough, headache",10,Specialist Doctor,Pomegranate,Cold drinks,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Using battery acid for skin patches.
108,Common Cold,Infectious,"body ache, fever, vomiting",4,General Physician,Moong Dal Khichdi,Cold drinks,Yoga (Pranayama),Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
109,Amoebiasis,Gastrointestinal,"body ache, stomach pain, vomiting",7,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Using battery acid for skin patches.
110,Chickenpox,Infectious,"itching, nausea, stomach pain",10,Specialist Doctor,Curd rice,Deep-fried pakoras,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
111,Influenza,Infectious,"cough, fatigue, nausea",10,Specialist Doctor,Moong Dal Khichdi,Excessive caffeine,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
112,Anemia,General,"fatigue, fever, itching",7,Specialist Doctor,Papaya,Raw salads (if infectious),Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
113,Sinusitis,Respiratory,"body ache, cough, vomiting",4,General Physician,Boiled vegetables,Raw salads (if infectious),Anulom Vilom,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,650,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
114,Sunburn,Skin,"fever, itching, stomach pain",8,Specialist Doctor,Curd rice,Excessive caffeine,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting oil or ghee on open wounds.
115,Acidity,Gastrointestinal,"cough, fatigue, stomach pain",1,General Physician,Curd rice,Cold drinks,Brisk walking,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
116,Typhoid,Infectious,"fatigue, headache, stomach pain",10,Specialist Doctor,Curd rice,Deep-fried pakoras,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting onions in armpits to reduce fever.
117,Heat Rash,Skin,"cough, headache, stomach pain",2,General Physician,Curd rice,Excessive caffeine,Anulom Vilom,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Coconut water for rehydration.,Using battery acid for skin patches.
118,Acidity,Gastrointestinal,"cough, fever, itching",4,General Physician,Moong Dal Khichdi,Excessive caffeine,Brisk walking,ORS,Standard OTC ORS for symptomatic relief.,500,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
119,Eczema,Skin,"fever, headache, vomiting",6,Specialist Doctor,Curd rice,Deep-fried pakoras,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
120,Anemia,General,"body ache, cough, stomach pain",2,General Physician,Papaya,Raw salads (if infectious),Complete Bed Rest,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
121,Heat Rash,Skin,"fatigue, fever, stomach pain",3,General Physician,Papaya,Deep-fried pakoras,Brisk walking,ORS,Standard OTC ORS for symptomatic relief.,500,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
122,Sinusitis,Respiratory,"body ache, headache, stomach pain",9,Specialist Doctor,Pomegranate,Deep-fried pakoras,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Using battery acid for skin patches.
123,Acidity,Gastrointestinal,"cough, headache, stomach pain",10,Specialist Doctor,Boiled vegetables,Excessive caffeine,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Rubbing heavy salt on rashes.
124,Vitamin D Deficiency,General,"cough, headache, vomiting",5,General Physician,Pomegranate,Excessive caffeine,Brisk walking,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
125,Asthma,Respiratory,"cough, itching, vomiting",8,Specialist Doctor,Papaya,Raw salads (if infectious),Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
126,Gastritis,Gastrointestinal,"body ache, cough, nausea",10,Specialist Doctor,Moong Dal Khichdi,Excessive caffeine,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
127,Fungal Infection,Skin,"body ache, nausea, vomiting",3,General Physician,Pomegranate,Excessive caffeine,Complete Bed Rest,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,250,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
128,Eczema,Skin,"fever, headache, itching",2,General Physician,Papaya,Excessive caffeine,Light stretching,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Coconut water for rehydration.,Using battery acid for skin patches.
129,Anemia,General,"cough, nausea, vomiting",9,Specialist Doctor,Pomegranate,Spicy street food,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
130,Vitamin D Deficiency,General,"body ache, cough, headache",9,Specialist Doctor,Boiled vegetables,Spicy street food,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
131,Heat Rash,Skin,"cough, stomach pain, vomiting",3,General Physician,Curd rice,Raw salads (if infectious),Complete Bed Rest,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Ginger and honey tea for sore throat.,Applying Colgate/toothpaste on burns (causes infection).
132,Gastritis,Gastrointestinal,"body ache, fatigue, headache",4,General Physician,Papaya,Deep-fried pakoras,Yoga (Pranayama),Omeprazole,Standard OTC Omeprazole for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
133,Malaria,Infectious,"headache, nausea, stomach pain",2,General Physician,Moong Dal Khichdi,Cold drinks,Brisk walking,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,650,Jeera water for digestion.,Putting onions in armpits to reduce fever.
134,Dengue,Infectious,"body ache, cough, itching",2,General Physician,Pomegranate,Spicy street food,Anulom Vilom,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
135,Fungal Infection,Skin,"cough, fever, stomach pain",3,General Physician,Boiled vegetables,Excessive caffeine,Yoga (Pranayama),Omeprazole,Standard OTC Omeprazole for symptomatic relief.,250,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
136,Anemia,General,"body ache, itching, nausea",4,General Physician,Boiled vegetables,Deep-fried pakoras,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
137,Allergic Rhinitis,Respiratory,"cough, fatigue, itching",3,General Physician,Boiled vegetables,Deep-fried pakoras,Anulom Vilom,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
138,Diarrhea,Gastrointestinal,"fatigue, headache, vomiting",4,General Physician,Curd rice,Cold drinks,Brisk walking,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
139,Sunburn,Skin,"headache, nausea, stomach pain",6,Specialist Doctor,Moong Dal Khichdi,Raw salads (if infectious),Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
140,Gastritis,Gastrointestinal,"body ache, cough, nausea",8,Specialist Doctor,Curd rice,Raw salads (if infectious),Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
141,Vitamin D Deficiency,General,"cough, headache, itching",7,Specialist Doctor,Boiled vegetables,Cold drinks,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
142,Heat Stroke,General,"cough, fatigue, nausea",3,General Physician,Papaya,Raw salads (if infectious),Complete Bed Rest,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
143,Vitamin D Deficiency,General,"cough, itching, stomach pain",3,General Physician,Papaya,Deep-fried pakoras,Complete Bed Rest,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,250,Coconut water for rehydration.,Rubbing heavy salt on rashes.
144,Eczema,Skin,"body ache, cough, nausea",9,Specialist Doctor,Papaya,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting oil or ghee on open wounds.
145,Sunburn,Skin,"body ache, headache, stomach pain",4,General Physician,Pomegranate,Spicy street food,Brisk walking,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
146,Dengue,Infectious,"fatigue, headache, nausea",8,Specialist Doctor,Pomegranate,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
147,Asthma,Respiratory,"fever, headache, stomach pain",5,General Physician,Boiled vegetables,Raw salads (if infectious),Brisk walking,ORS,Standard OTC ORS for symptomatic relief.,650,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
148,Amoebiasis,Gastrointestinal,"cough, headache, stomach pain",3,General Physician,Curd rice,Cold drinks,Brisk walking,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
149,Heat Stroke,General,"cough, fatigue, nausea",2,General Physician,Boiled vegetables,Spicy street food,Yoga (Pranayama),Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
150,Sunburn,Skin,"fever, headache, nausea",8,Specialist Doctor,Pomegranate,Spicy street food,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
151,Heat Stroke,General,"body ache, fatigue, vomiting",6,Specialist Doctor,Boiled vegetables,Deep-fried pakoras,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Using battery acid for skin patches.
152,Sunburn,Skin,"fatigue, fever, vomiting",5,General Physician,Curd rice,Excessive caffeine,Light stretching,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
153,Sunburn,Skin,"fatigue, headache, vomiting",3,General Physician,Moong Dal Khichdi,Excessive caffeine,Anulom Vilom,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
154,Bronchitis,Respiratory,"body ache, fever, nausea",5,General Physician,Curd rice,Cold drinks,Complete Bed Rest,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
155,Sinusitis,Respiratory,"body ache, headache, stomach pain",1,General Physician,Boiled vegetables,Raw salads (if infectious),Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
156,Food Poisoning,Gastrointestinal,"body ache, cough, stomach pain",8,Specialist Doctor,Curd rice,Deep-fried pakoras,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
157,Chickenpox,Infectious,"body ache, itching, vomiting",1,General Physician,Curd rice,Cold drinks,Yoga (Pranayama),Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Jeera water for digestion.,Putting oil or ghee on open wounds.
